"Row","FIPS","GENC","Country/Area Name","Year","Area in Square Kilometers","Population","Annual Growth Rate %","Rate of Natural Increase","Population Density (People per Sq. Km.)","Crude Birth Rate","Crude Death Rate","Net Migration Rate"
"707","MD","MD","Moldova","2016","32891","3505515","-1.043","-0.089","106.6","11.75","12.64","-9.54"
"708","MD","MD","Moldova","2017","32891","3469042","-1.049","-0.108","105.5","11.51","12.59","-9.4"
"709","MD","MD","Moldova","2018","32891","3432718","-1.056","-0.129","104.4","11.25","12.54","-9.28"
"710","MD","MD","Moldova","2019","32891","3396460","-1.067","-0.152","103.3","10.98","12.5","-9.16"
"711","MD","MD","Moldova","2020","32891","3360212","-1.079","-0.174","102.2","10.71","12.45","-9.05"
"712","MD","MD","Moldova","2021","32891","3323875","-1.096","-0.201","101.1","10.45","12.46","-8.95"
"713","MD","MD","Moldova","2022","32891","3287326","-1.115","-0.228","99.9","10.19","12.47","-8.87"
"714","MN","MC","Monaco","2000","2","31855","0.59","-0.059","15927.5","6.72","7.31","6.5"
"715","MN","MC","Monaco","2001","2","31843","-0.669","-0.142","15921.5","7.22","8.64","-5.28"
"716","MN","MC","Monaco","2002","2","31654","-0.524","0.006","15827","7.42","7.36","-5.31"
"717","MN","MC","Monaco","2003","2","31459","-0.709","-0.175","15729.5","7.47","9.22","-5.34"
"718","MN","MC","Monaco","2004","2","31265","-0.521","0.016","15632.5","6.81","6.65","-5.37"
"719","MN","MC","Monaco","2005","2","31098","-0.553","-0.013","15549","8.1","8.23","-5.4"
"720","MN","MC","Monaco","2006","2","30949","-0.407","0.046","15474.5","7.5","7.04","-4.52"
"721","MN","MC","Monaco","2007","2","30831","-0.36","0.003","15415.5","7.33","7.3","-3.63"
"722","MN","MC","Monaco","2008","2","30730","-0.299","-0.029","15365","7.19","7.48","-2.7"
"723","MN","MC","Monaco","2009","2","30649","-0.228","-0.052","15324.5","7.18","7.7","-1.76"
"724","MN","MC","Monaco","2010","2","30589","-0.167","-0.081","15294.5","7.13","7.94","-0.85"
"725","MN","MC","Monaco","2011","2","30547","-0.108","-0.114","15273.5","7.04","8.18","0.07"
"726","MN","MC","Monaco","2012","2","30523","-0.046","-0.148","15261.5","6.91","8.39","1.02"
"727","MN","MC","Monaco","2013","2","30519","0.016","-0.176","15259.5","6.82","8.58","1.93"
"728","MN","MC","Monaco","2014","2","30535","0.085","-0.2","15267.5","6.81","8.81","2.85"
"729","MN","MC","Monaco","2015","2","30573","0.157","-0.219","15286.5","6.8","8.99","3.76"
"730","MN","MC","Monaco","2016","2","30632","0.229","-0.245","15316","6.79","9.24","4.73"
"731","MN","MC","Monaco","2017","2","30711","0.293","-0.27","15355.5","6.74","9.44","5.63"
"732","MN","MC","Monaco","2018","2","30810","0.354","-0.299","15405","6.65","9.64","6.52"
"733","MN","MC","Monaco","2019","2","30929","0.411","-0.33","15464.5","6.63","9.93","7.4"
"734","MN","MC","Monaco","2020","2","31066","0.473","-0.357","15533","6.63","10.2","8.3"
"735","MN","MC","Monaco","2021","2","31223","0.532","-0.384","15611.5","6.63","10.47","9.16"
"736","MN","MC","Monaco","2022","2","31400","0.599","-0.404","15700","6.66","10.7","10.03"
"737","MJ","ME","Montenegro","2000","13452","622985","-0.019","0.605","46.3","14.74","8.69","-6.24"
"738","MJ","ME","Montenegro","2001","13452","622684","-0.077","0.548","46.3","14.2","8.72","-6.25"
"739","MJ","ME","Montenegro","2002","13452","621991","-0.145","0.479","46.2","13.66","8.87","-6.25"
"740","MJ","ME","Montenegro","2003","13452","620914","-0.201","0.425","46.2","13.44","9.19","-6.26"
"741","MJ","ME","Montenegro","2004","13452","620511","0.072","0.345","46.1","12.65","9.2","-2.73"
"742","MJ","ME","Montenegro","2005","13452","620641","-0.03","0.244","46.1","11.85","9.41","-2.73"
"743","MJ","ME","Montenegro","2006","13452","620482","-0.022","0.252","46.1","12.14","9.62","-2.73"
"744","MJ","ME","Montenegro","2007","13452","620495","0.025","0.299","46.1","12.63","9.64","-2.73"
"745","MJ","ME","Montenegro","2008","13452","621000","0.137","0.411","46.2","13.3","9.19","-2.73"
"746","MJ","ME","Montenegro","2009","13452","621968","0.174","0.447","46.2","13.89","9.42","-2.73"
"747","MJ","ME","Montenegro","2010","13452","622553","0.014","0.287","46.3","11.92","9.05","-2.73"
"748","MJ","ME","Montenegro","2011","13452","622433","-0.053","0.22","46.3","11.59","9.39","-2.73"
"749","MJ","ME","Montenegro","2012","13452","622079","-0.061","0.247","46.2","11.99","9.52","-3.08"
"750","MJ","ME","Montenegro","2013","13452","621603","-0.093","0.251","46.2","12.03","9.52","-3.43"
"751","MJ","ME","Montenegro","2014","13452","620897","-0.135","0.244","46.2","12.13","9.69","-3.79"
"752","MJ","ME","Montenegro","2015","13452","619723","-0.244","0.171","46.1","11.92","10.21","-4.15"
"753","MJ","ME","Montenegro","2016","13452","618126","-0.272","0.179","46","12.25","10.46","-4.51"
"754","MJ","ME","Montenegro","2017","13452","616284","-0.325","0.163","45.8","12.06","10.43","-4.88"
"755","MJ","ME","Montenegro","2018","13452","614229","-0.343","0.146","45.7","11.87","10.41","-4.89"
"756","MJ","ME","Montenegro","2019","13452","612064","-0.363","0.128","45.5","11.69","10.41","-4.91"
"757","MJ","ME","Montenegro","2020","13452","609786","-0.383","0.11","45.3","11.51","10.41","-4.93"
"758","MJ","ME","Montenegro","2021","13452","607414","-0.397","0.098","45.2","11.35","10.37","-4.95"
"759","MJ","ME","Montenegro","2022","13452","604966","-0.411","0.086","45","11.19","10.33","-4.97"
"760","NL","NL","Netherlands","2000","33893","15930182","0.754","0.415","470","12.98","8.83","3.38"
"761","NL","NL","Netherlands","2001","33893","16046806","0.705","0.389","473.5","12.64","8.75","3.17"
"762","NL","NL","Netherlands","2002","33893","16145468","0.521","0.371","476.4","12.53","8.82","1.51"
"763","NL","NL","Netherlands","2003","33893","16216610","0.358","0.36","478.5","12.36","8.76","-0.02"
"764","NL","NL","Netherlands","2004","33893","16266339","0.254","0.354","479.9","11.94","8.4","-1"
"765","NL","NL","Netherlands","2005","33893","16299098","0.148","0.317","480.9","11.54","8.37","-1.68"
"766","NL","NL","Netherlands","2006","33893","16320438","0.113","0.305","481.5","11.35","8.3","-1.92"
"767","NL","NL","Netherlands","2007","33893","16351023","0.261","0.296","482.4","11.1","8.14","-0.35"
"768","NL","NL","Netherlands","2008","33893","16410056","0.459","0.303","484.2","11.27","8.24","1.57"
"769","NL","NL","Netherlands","2009","33893","16490411","0.517","0.308","486.5","11.23","8.15","2.09"
"770","NL","NL","Netherlands","2010","33893","16573644","0.49","0.283","489","11.08","8.25","2.07"
"771","NL","NL","Netherlands","2011","33893","16653044","0.466","0.263","491.3","10.97","8.34","2.04"
"772","NL","NL","Netherlands","2012","33893","16729271","0.447","0.245","493.6","10.89","8.44","2.02"
"773","NL","NL","Netherlands","2013","33893","16802870","0.431","0.232","495.8","10.85","8.53","1.99"
"774","NL","NL","Netherlands","2014","33893","16874277","0.417","0.22","497.9","10.83","8.63","1.97"
"775","NL","NL","Netherlands","2015","33893","16943854","0.406","0.211","499.9","10.83","8.72","1.95"
"776","NL","NL","Netherlands","2016","33893","17012019","0.397","0.203","501.9","10.85","8.82","1.94"
"777","NL","NL","Netherlands","2017","33893","17079084","0.39","0.197","503.9","10.88","8.91","1.93"
"778","NL","NL","Netherlands","2018","33893","17145121","0.382","0.19","505.9","10.91","9.01","1.92"
"779","NL","NL","Netherlands","2019","33893","17210116","0.375","0.182","507.8","10.93","9.11","1.92"
"780","NL","NL","Netherlands","2020","33893","17274001","0.366","0.175","509.7","10.96","9.21","1.91"
"781","NL","NL","Netherlands","2021","33893","17337403","0.366","0.176","511.5","10.98","9.22","1.9"
"782","NL","NL","Netherlands","2022","33893","17400824","0.364","0.175","513.4","10.99","9.24","1.9"
"783","MK","MK","North Macedonia","2000","25433","2017370","0.654","0.604","79.3","14.53","8.49","0.51"
"784","MK","MK","North Macedonia","2001","25433","2029420","0.537","0.504","79.8","13.31","8.27","0.34"
"785","MK","MK","North Macedonia","2002","25433","2038574","0.363","0.309","80.2","11.85","8.76","0.55"
"786","MK","MK","North Macedonia","2003","25433","2045571","0.322","0.274","80.4","11.54","8.8","0.49"
"787","MK","MK","North Macedonia","2004","25433","2051932","0.299","0.264","80.7","11.38","8.74","0.35"
"788","MK","MK","North Macedonia","2005","25433","2057226","0.217","0.198","80.9","10.93","8.95","0.19"
"789","MK","MK","North Macedonia","2006","25433","2061665","0.214","0.191","81.1","10.95","9.04","0.23"
"790","MK","MK","North Macedonia","2007","25433","2065917","0.198","0.15","81.2","10.98","9.48","0.48"
"791","MK","MK","North Macedonia","2008","25433","2069952","0.193","0.191","81.4","11.08","9.17","0.01"
"792","MK","MK","North Macedonia","2009","25433","2074492","0.245","0.223","81.6","11.42","9.19","0.23"
"793","MK","MK","North Macedonia","2010","25433","2079955","0.281","0.249","81.8","11.68","9.19","0.31"
"794","MK","MK","North Macedonia","2011","25433","2084928","0.197","0.158","82","10.92","9.34","0.39"
"795","MK","MK","North Macedonia","2012","25433","2089228","0.215","0.164","82.1","11.28","9.64","0.5"
"796","MK","MK","North Macedonia","2013","25433","2094132","0.254","0.188","82.3","11.05","9.17","0.66"
"797","MK","MK","North Macedonia","2014","25433","2099581","0.266","0.185","82.6","11.24","9.39","0.81"
"798","MK","MK","North Macedonia","2015","25433","2105107","0.26","0.124","82.8","10.96","9.72","1.36"
"799","MK","MK","North Macedonia","2016","25433","2110184","0.222","0.121","83","10.9","9.69","1.01"
"800","MK","MK","North Macedonia","2017","25433","2114687","0.204","0.119","83.1","10.86","9.67","0.85"
"801","MK","MK","North Macedonia","2018","25433","2118782","0.182","0.112","83.3","10.78","9.66","0.7"
"802","MK","MK","North Macedonia","2019","25433","2122376","0.157","0.102","83.4","10.69","9.67","0.54"
"803","MK","MK","North Macedonia","2020","25433","2125463","0.134","0.096","83.6","10.63","9.67","0.38"
"804","MK","MK","North Macedonia","2021","25433","2128262","0.129","0.09","83.7","10.55","9.65","0.38"
"805","MK","MK","North Macedonia","2022","25433","2130936","0.122","0.084","83.8","10.45","9.61","0.38"
"806","NO","NO","Norway","2000","304282","4492401","0.555","0.34","14.8","13.19","9.79","2.16"
"807","NO","NO","Norway","2001","304282","4515196","0.458","0.282","14.8","12.56","9.74","1.76"
"808","NO","NO","Norway","2002","304282","4539603","0.62","0.241","14.9","12.21","9.8","3.78"
"809","NO","NO","Norway","2003","304282","4566304","0.553","0.306","15","12.36","9.3","2.47"
"810","NO","NO","Norway","2004","304282","4593414","0.63","0.343","15.1","12.4","8.97","2.88"
"811","NO","NO","Norway","2005","304282","4624876","0.734","0.336","15.2","12.27","8.91","3.99"
"812","NO","NO","Norway","2006","304282","4662367","0.88","0.371","15.3","12.56","8.85","5.09"
"813","NO","NO","Norway","2007","304282","4710953","1.192","0.35","15.5","12.41","8.91","8.42"
"814","NO","NO","Norway","2008","304282","4770097","1.303","0.394","15.7","12.68","8.74","9.09"
"815","NO","NO","Norway","2009","304282","4830659","1.221","0.421","15.9","12.79","8.58","8"
"816","NO","NO","Norway","2010","304282","4891301","1.273","0.408","16.1","12.56","8.48","8.66"
"817","NO","NO","Norway","2011","304282","4955374","1.329","0.38","16.3","12.15","8.35","9.49"
"818","NO","NO","Norway","2012","304282","5021107","1.307","0.364","16.5","12","8.36","9.43"
"819","NO","NO","Norway","2013","304282","5085513","1.243","0.374","16.7","12.04","8.3","8.68"
"820","NO","NO","Norway","2014","304282","5147527","1.182","0.386","16.9","12.09","8.23","7.96"
"821","NO","NO","Norway","2015","304282","5207134","1.121","0.396","17.1","12.14","8.18","7.25"
"822","NO","NO","Norway","2016","304282","5264276","1.062","0.405","17.3","12.18","8.13","6.57"
"823","NO","NO","Norway","2017","304282","5318850","1.001","0.411","17.5","12.21","8.1","5.9"
"824","NO","NO","Norway","2018","304282","5370697","0.939","0.415","17.7","12.22","8.07","5.25"
"825","NO","NO","Norway","2019","304282","5419620","0.875","0.414","17.8","12.2","8.06","4.61"
"826","NO","NO","Norway","2020","304282","5465387","0.807","0.409","18","12.16","8.07","3.99"
"827","NO","NO","Norway","2021","304282","5509591","0.804","0.408","18.1","12.09","8.01","3.95"
"828","NO","NO","Norway","2022","304282","5553840","0.796","0.404","18.3","12","7.96","3.92"
"829","PL","PL","Poland","2000","304255","38654162","-0.024","0.027","127","9.79","9.52","-0.51"
"830","PL","PL","Poland","2001","304255","38643639","-0.03","0.013","127","9.53","9.4","-0.43"
"831","PL","PL","Poland","2002","304255","38625974","-0.061","-0.015","127","9.16","9.31","-0.46"
"832","PL","PL","Poland","2003","304255","38599320","-0.077","-0.036","126.9","9.1","9.46","-0.4"
"833","PL","PL","Poland","2004","304255","38574205","-0.053","-0.019","126.8","9.23","9.42","-0.34"
"834","PL","PL","Poland","2005","304255","38556604","-0.038","-0.01","126.7","9.45","9.55","-0.28"
"835","PL","PL","Poland","2006","304255","38542453","-0.035","-0.014","126.7","9.45","9.59","-0.22"
"836","PL","PL","Poland","2007","304255","38537963","0.012","0.027","126.7","10.06","9.79","-0.15"
"837","PL","PL","Poland","2008","304255","38556061","0.082","0.091","126.7","10.75","9.84","-0.09"
"838","PL","PL","Poland","2009","304255","38587546","0.082","0.084","126.8","10.82","9.98","-0.03"
"839","PL","PL","Poland","2010","304255","38616395","0.068","0.073","126.9","10.7","9.97","-0.05"
"840","PL","PL","Poland","2011","304255","38631804","0.012","0.023","127","10.05","9.82","-0.11"
"841","PL","PL","Poland","2012","304255","38632128","-0.01","0.007","127","10","9.93","-0.17"
"842","PL","PL","Poland","2013","304255","38618538","-0.06","-0.008","126.9","9.95","10.03","-0.52"
"843","PL","PL","Poland","2014","304255","38592156","-0.076","-0.027","126.8","9.86","10.13","-0.49"
"844","PL","PL","Poland","2015","304255","38559087","-0.095","-0.049","126.7","9.74","10.23","-0.46"
"845","PL","PL","Poland","2016","304255","38518526","-0.116","-0.072","126.6","9.6","10.32","-0.44"
"846","PL","PL","Poland","2017","304255","38469803","-0.138","-0.097","126.4","9.43","10.4","-0.41"
"847","PL","PL","Poland","2018","304255","38412361","-0.161","-0.122","126.3","9.26","10.48","-0.38"
"848","PL","PL","Poland","2019","304255","38345891","-0.185","-0.149","126","9.07","10.56","-0.36"
"849","PL","PL","Poland","2020","304255","38270292","-0.21","-0.177","125.8","8.88","10.65","-0.33"
"850","PL","PL","Poland","2021","304255","38185913","-0.232","-0.199","125.5","8.69","10.68","-0.33"
"851","PL","PL","Poland","2022","304255","38093101","-0.255","-0.221","125.2","8.5","10.71","-0.33"
"852","PO","PT","Portugal","2000","91470","10361404","0.785","0.138","113.3","11.59","10.21","6.48"
"853","PO","PT","Portugal","2001","91470","10433815","0.608","0.069","114.1","10.81","10.12","5.39"
"854","PO","PT","Portugal","2002","91470","10490325","0.472","0.074","114.7","10.91","10.17","3.98"
"855","PO","PT","Portugal","2003","91470","10530793","0.298","0.063","115.1","10.68","10.05","2.35"
"856","PO","PT","Portugal","2004","91470","10557290","0.205","0.069","115.4","10.35","9.66","1.36"
"857","PO","PT","Portugal","2005","91470","10576759","0.164","0.018","115.6","10.34","10.16","1.45"
"858","PO","PT","Portugal","2006","91470","10595717","0.194","0.032","115.8","9.95","9.63","1.62"
"859","PO","PT","Portugal","2007","91470","10618141","0.228","0.023","116.1","9.98","9.75","2.05"
"860","PO","PT","Portugal","2008","91470","10635102","0.091","0.002","116.3","9.83","9.81","0.88"
"861","PO","PT","Portugal","2009","91470","10645172","0.098","-0.046","116.4","9.35","9.81","1.45"
"862","PO","PT","Portugal","2010","91470","10650026","-0.007","-0.043","116.4","9.52","9.95","0.36"
"863","PO","PT","Portugal","2011","91470","10634486","-0.285","-0.056","116.3","9.11","9.67","-2.29"
"864","PO","PT","Portugal","2012","91470","10591764","-0.52","-0.168","115.8","8.48","10.16","-3.53"
"865","PO","PT","Portugal","2013","91470","10534203","-0.57","-0.225","115.2","7.86","10.11","-3.44"
"866","PO","PT","Portugal","2014","91470","10477254","-0.514","-0.215","114.5","7.86","10.01","-3"
"867","PO","PT","Portugal","2015","91470","10433546","-0.321","-0.221","114.1","8.19","10.4","-1"
"868","PO","PT","Portugal","2016","91470","10400888","-0.306","-0.225","113.7","8.38","10.63","-0.8"
"869","PO","PT","Portugal","2017","91470","10370571","-0.278","-0.226","113.4","8.31","10.57","-0.52"
"870","PO","PT","Portugal","2018","91470","10342137","-0.271","-0.247","113.1","8.21","10.68","-0.24"
"871","PO","PT","Portugal","2019","91470","10314630","-0.262","-0.266","112.8","8.13","10.79","0.05"
"872","PO","PT","Portugal","2020","91470","10288283","-0.25","-0.283","112.5","8.07","10.9","0.33"
"873","PO","PT","Portugal","2021","91470","10263850","-0.226","-0.288","112.2","8.02","10.9","0.62"
"874","PO","PT","Portugal","2022","91470","10242081","-0.199","-0.29","112","8","10.9","0.91"
"875","RO","RO","Romania","2000","229891","22262406","-0.662","-0.096","96.8","10.53","11.49","-5.66"
"876","RO","RO","Romania","2001","229891","22106060","-0.748","-0.177","96.2","9.97","11.74","-5.7"
"877","RO","RO","Romania","2002","229891","21930795","-0.845","-0.27","95.4","9.6","12.3","-5.75"
"878","RO","RO","Romania","2003","229891","21748090","-0.829","-0.249","94.6","9.77","12.26","-5.8"
"879","RO","RO","Romania","2004","229891","21573639","-0.782","-0.198","93.8","10.02","12","-5.84"
"880","RO","RO","Romania","2005","229891","21405705","-0.781","-0.191","93.1","10.33","12.24","-5.89"
"881","RO","RO","Romania","2006","229891","21239780","-0.775","-0.182","92.4","10.33","12.15","-5.94"
"882","RO","RO","Romania","2007","229891","21075777","-0.775","-0.177","91.7","10.19","11.96","-5.98"
"883","RO","RO","Romania","2008","229891","20888685","-1.009","-0.15","90.9","10.62","12.12","-8.6"
"884","RO","RO","Romania","2009","229891","20692612","-0.876","-0.24","90","10.75","13.15","-6.36"
"885","RO","RO","Romania","2010","229891","20532547","-0.676","-0.232","89.3","10.33","12.65","-4.45"
"886","RO","RO","Romania","2011","229891","20389656","-0.721","-0.271","88.7","9.62","12.33","-4.5"
"887","RO","RO","Romania","2012","229891","20252280","-0.631","-0.269","88.1","9.93","12.62","-3.62"
"888","RO","RO","Romania","2013","229891","20136346","-0.517","-0.177","87.6","10.67","12.44","-3.4"
"889","RO","RO","Romania","2014","229891","20016775","-0.675","-0.265","87.1","10.12","12.77","-4.1"
"890","RO","RO","Romania","2015","229891","19873138","-0.766","-0.286","86.4","10.37","13.23","-4.8"
"891","RO","RO","Romania","2016","229891","19722552","-0.755","-0.25","85.8","10.63","13.13","-5.06"
"892","RO","RO","Romania","2017","229891","19558508","-0.916","-0.245","85.1","10.99","13.44","-6.71"
"893","RO","RO","Romania","2018","229891","19382573","-0.891","-0.257","84.3","11.07","13.64","-6.35"
"894","RO","RO","Romania","2019","229891","19196073","-1.043","-0.373","83.5","9.8","13.53","-6.7"
"895","RO","RO","Romania","2020","229891","18986068","-1.158","-0.625","82.6","9.41","15.66","-5.32"
"896","RO","RO","Romania","2021","229891","18748356","-1.364","-0.879","81.6","8.9","17.69","-4.85"
"897","RO","RO","Romania","2022","229891","18519899","-1.087","-0.65","80.6","8.76","15.26","-4.36"
"898","RS","RU","Russia","2000","16377742","148020170","-0.419","-0.639","9","8.56","14.95","2.2"
"899","RS","RU","Russia","2001","16377742","147300367","-0.556","-0.632","9","8.9","15.22","0.75"
"900","RS","RU","Russia","2002","16377742","146495996","-0.539","-0.619","8.9","9.54","15.73","0.81"
"901","RS","RU","Russia","2003","16377742","145703488","-0.546","-0.583","8.9","10.14","15.97","0.37"
"902","RS","RU","Russia","2004","16377742","144966251","-0.468","-0.51","8.9","10.36","15.46","0.41"
"903","RS","RU","Russia","2005","16377742","144285722","-0.473","-0.587","8.8","10.1","15.97","1.14"
"904","RS","RU","Russia","2006","16377742","143701958","-0.338","-0.478","8.8","10.3","15.08","1.41"
"905","RS","RU","Russia","2007","16377742","143407480","-0.072","-0.328","8.8","11.23","14.51","2.55"
"906","RS","RU","Russia","2008","16377742","143359355","0.005","-0.252","8.8","11.96","14.48","2.58"
"907","RS","RU","Russia","2009","16377742","143427695","0.09","-0.174","8.8","12.28","14.02","2.63"
"908","RS","RU","Russia","2010","16377742","143493100","0.001","-0.167","8.8","12.47","14.14","1.68"
"909","RS","RU","Russia","2011","16377742","143489547","-0.006","-0.175","8.8","12.37","14.12","1.68"
"910","RS","RU","Russia","2012","16377742","143475007","-0.014","-0.182","8.8","12.23","14.05","1.68"
"911","RS","RU","Russia","2013","16377742","143447406","-0.024","-0.193","8.8","12.03","13.96","1.68"
"912","RS","RU","Russia","2014","16377742","143404233","-0.036","-0.204","8.8","11.79","13.83","1.68"
"913","RS","RU","Russia","2015","16377742","143343305","-0.049","-0.217","8.8","11.54","13.71","1.68"
"914","RS","RU","Russia","2016","16377742","143260870","-0.066","-0.234","8.7","11.26","13.6","1.68"
"915","RS","RU","Russia","2017","16377742","143150610","-0.088","-0.257","8.7","10.95","13.52","1.69"
"916","RS","RU","Russia","2018","16377742","143005302","-0.115","-0.284","8.7","10.63","13.47","1.69"
"917","RS","RU","Russia","2019","16377742","142818379","-0.147","-0.315","8.7","10.3","13.45","1.69"
"918","RS","RU","Russia","2020","16377742","142588206","-0.176","-0.346","8.7","9.99","13.45","1.69"
"919","RS","RU","Russia","2021","16377742","142320790","-0.199","-0.369","8.7","9.71","13.4","1.7"
"920","RS","RU","Russia","2022","16377742","142021981","-0.221","-0.391","8.7","9.45","13.36","1.7"
"921","SM","SM","San Marino","2000","61","27079","1.865","0.377","443.9","10.71","6.94","14.88"
"922","SM","SM","San Marino","2001","61","27615","2.057","0.435","452.7","11.41","7.06","16.22"
"923","SM","SM","San Marino","2002","61","28191","2.075","0.326","462.1","10.46","7.2","17.49"
"924","SM","SM","San Marino","2003","61","28733","1.737","0.292","471","10.44","7.52","14.44"
"925","SM","SM","San Marino","2004","61","29212","1.575","0.415","478.9","10.48","6.33","11.6"
"926","SM","SM","San Marino","2005","61","29605","1.101","0.219","485.3","9.59","7.4","8.82"
"927","SM","SM","San Marino","2006","61","29953","1.229","0.257","491","10.08","7.51","9.72"
"928","SM","SM","San Marino","2007","61","30347","1.384","0.221","497.5","9.82","7.61","11.63"
"929","SM","SM","San Marino","2008","61","30746","1.226","0.192","504","9.63","7.71","10.34"
"930","SM","SM","San Marino","2009","61","31115","1.16","0.161","510.1","9.42","7.81","10"
"931","SM","SM","San Marino","2010","61","31467","1.096","0.134","515.9","9.25","7.91","9.63"
"932","SM","SM","San Marino","2011","61","31804","1.041","0.11","521.4","9.09","7.99","9.31"
"933","SM","SM","San Marino","2012","61","32127","0.98","0.084","526.7","8.93","8.09","8.96"
"934","SM","SM","San Marino","2013","61","32435","0.928","0.062","531.7","8.85","8.23","8.66"
"935","SM","SM","San Marino","2014","61","32729","0.877","0.046","536.5","8.77","8.31","8.31"
"936","SM","SM","San Marino","2015","61","33010","0.833","0.03","541.1","8.69","8.39","8.03"
"937","SM","SM","San Marino","2016","61","33279","0.787","0.015","545.6","8.65","8.5","7.72"
"938","SM","SM","San Marino","2017","61","33536","0.751","0.006","549.8","8.65","8.59","7.45"
"939","SM","SM","San Marino","2018","61","33782","0.713","-0.003","553.8","8.64","8.67","7.16"
"940","SM","SM","San Marino","2019","61","34019","0.685","-0.006","557.7","8.7","8.76","6.91"
"941","SM","SM","San Marino","2020","61","34247","0.654","-0.009","561.4","8.73","8.82","6.63"
"942","SM","SM","San Marino","2021","61","34467","0.63","-0.009","565","8.76","8.85","6.38"
"943","SM","SM","San Marino","2022","61","34682","0.614","0.003","568.6","8.85","8.82","6.11"
"944","RI","RS","Serbia","2000","77474","7604338","-1.464","-0.398","98.2","9.7","13.68","-10.66"
"945","RI","RS","Serbia","2001","77474","7548379","-0.008","-0.273","97.4","10.39","13.12","2.65"
"946","RI","RS","Serbia","2002","77474","7530751","-0.461","-0.328","97.2","10.37","13.65","-1.33"
"947","RI","RS","Serbia","2003","77474","7496449","-0.452","-0.333","96.8","10.54","13.87","-1.2"
"948","RI","RS","Serbia","2004","77474","7462421","-0.457","-0.35","96.3","10.48","13.98","-1.07"
"949","RI","RS","Serbia","2005","77474","7424559","-0.56","-0.466","95.8","9.72","14.38","-0.94"
"950","RI","RS","Serbia","2006","77474","7384820","-0.513","-0.432","95.3","9.61","13.93","-0.81"
"951","RI","RS","Serbia","2007","77474","7346025","-0.54","-0.472","94.8","9.27","13.99","-0.68"
"952","RI","RS","Serbia","2008","77474","7307359","-0.515","-0.461","94.3","9.45","14.06","-0.55"
"953","RI","RS","Serbia","2009","77474","7270195","-0.505","-0.463","93.8","9.67","14.3","-0.41"
"954","RI","RS","Serbia","2010","77474","7233391","-0.51","-0.483","93.4","9.44","14.27","-0.28"
"955","RI","RS","Serbia","2011","77474","7195769","-0.533","-0.518","92.9","9.12","14.3","-0.14"
"956","RI","RS","Serbia","2012","77474","7159029","-0.491","-0.491","92.4","9.39","14.3","0"
"957","RI","RS","Serbia","2013","77474","7124084","-0.488","-0.488","92","9.2","14.08","0"
"958","RI","RS","Serbia","2014","77474","7089319","-0.491","-0.491","91.5","9.37","14.28","0"
"959","RI","RS","Serbia","2015","77474","7052916","-0.539","-0.539","91","9.31","14.7","0"
"960","RI","RS","Serbia","2016","77474","7015855","-0.515","-0.514","90.6","9.23","14.37","0"
"961","RI","RS","Serbia","2017","77474","6978391","-0.556","-0.556","90.1","9.3","14.86","0"
"962","RI","RS","Serbia","2018","77474","6940138","-0.543","-0.543","89.6","9.22","14.65","0"
"963","RI","RS","Serbia","2019","77474","6902768","-0.537","-0.537","89.1","9.33","14.7","0"
"964","RI","RS","Serbia","2020","77474","6856660","-0.804","-0.804","88.5","9","17.04","0"
"965","RI","RS","Serbia","2021","77474","6796857","-0.948","-0.948","87.7","8.96","18.44","0"
"966","RI","RS","Serbia","2022","77474","6739471","-0.747","-0.747","87","8.92","16.39","0"
"967","LO","SK","Slovakia","2000","48105","5400320","0.072","0.045","112.3","10.21","9.76","0.27"
"968","LO","SK","Slovakia","2001","48105","5402648","0.014","-0.016","112.3","9.46","9.62","0.3"
"969","LO","SK","Slovakia","2002","48105","5403358","0.012","-0.013","112.3","9.41","9.54","0.25"
"970","LO","SK","Slovakia","2003","48105","5403960","0.01","-0.01","112.3","9.57","9.67","0.2"
"971","LO","SK","Slovakia","2004","48105","5405585","0.05","0.035","112.4","9.94","9.59","0.15"
"972","LO","SK","Slovakia","2005","48105","5407674","0.027","0.018","112.4","10.07","9.89","0.1"
"973","LO","SK","Slovakia","2006","48105","5408943","0.019","0.012","112.4","9.97","9.85","0.08"
"974","LO","SK","Slovakia","2007","48105","5411223","0.065","0.011","112.5","10.06","9.95","0.54"
"975","LO","SK","Slovakia","2008","48105","5415208","0.082","0.077","112.6","10.59","9.82","0.05"
"976","LO","SK","Slovakia","2009","48105","5420245","0.104","0.153","112.7","11.29","9.76","-0.5"
"977","LO","SK","Slovakia","2010","48105","5426041","0.11","0.128","112.8","11.13","9.85","-0.18"
"978","LO","SK","Slovakia","2011","48105","5433278","0.156","0.164","112.9","11.19","9.55","-0.08"
"979","LO","SK","Slovakia","2012","48105","5438948","0.052","0.057","113.1","10.21","9.64","-0.05"
"980","LO","SK","Slovakia","2013","48105","5441501","0.042","0.043","113.1","10.11","9.68","-0.02"
"981","LO","SK","Slovakia","2014","48105","5443439","0.03","0.028","113.2","10.01","9.73","0.01"
"982","LO","SK","Slovakia","2015","48105","5444716","0.017","0.012","113.2","9.9","9.78","0.04"
"983","LO","SK","Slovakia","2016","48105","5445305","0.004","-0.004","113.2","9.79","9.83","0.08"
"984","LO","SK","Slovakia","2017","48105","5445176","-0.009","-0.02","113.2","9.68","9.88","0.11"
